Name,Gender,Month,Year,Family Background,Product Name,Product Type,Price,Shop Name,Brands,Mode of Payment,Occupation,Salary,Net Worth,Education,State,City
Jonathan Schwartz,Female,May,2010,Upper Middle Class,operation,Electronics,173.39,"Oconnor, Freeman and Perez",Brand A,Cash,Actuary,40402.56,1094604.61,Bachelor,New York,East Stephanie
Brandon Garza,Male,April,2017,Upper Class,want,Household,122.02,Davis-Ochoa,Brand C,Credit Card,"Engineer, building services",76083.83,9636162.23,Bachelor,Iowa,Medinamouth
Hailey Norman,Female,August,2014,Upper Class,spring,Electronics,160.3,"Mitchell, Howell and Young",Brand A,Cash,"Accountant, chartered certified",59734.36,6481743.63,Master,Hawaii,Dawnborough
Robert Fox,Male,November,1987,Middle Class,happen,Electronics,115.15,Morgan and Sons,Brand C,Credit Card,Commissioning editor,102000.94,6115171.68,Master,Delaware,Christineborough
Cynthia Hunter,Male,August,2018,Upper Middle Class,public,Electronics,171.1,Gutierrez Ltd,Brand D,Cash,Systems analyst,109008.64,3086328.4,High School,Louisiana,Piercestad
Donald Griffith,Male,June,1991,Upper Middle Class,seek,Grocery,152.09,Wolf-Cox,Brand A,Cash,"Physicist, medical",65465.05,640234.4,Master,Arkansas,West Heidi
Cindy Newton,Male,June,1972,Middle Class,know,Electronics,104.03,Dalton and Sons,Brand D,Cash,Educational psychologist,43529.24,5045867.16,High School,Nevada,Jamesstad
Mr. Jose Glenn,Male,May,1970,Middle Class,year,Grocery,110.37,Green-Gonzalez,Brand A,Cash,Interior and spatial designer,147323.63,9870137.08,High School,Delaware,West Jamestown
Meghan Wagner,Female,December,1980,Upper Middle Class,despite,Personal Care,35.08,Franklin and Sons,Brand A,Credit Card,"Psychotherapist, child",133297.68,5726965.85,High School,Pennsylvania,Lake Lindsey
Lorraine Murray,Female,December,2022,Upper Middle Class,property,Household,113.81,"Moore, Atkins and Valencia",Brand D,Cash,Surgeon,50732.44,4763044.8,Bachelor,Rhode Island,South Derrickbury
William Graham,Male,June,1994,Middle Class,three,Grocery,13.17,Floyd-Robertson,Brand D,Cash,"Runner, broadcasting/film/video",38103.91,2695634.24,High School,Arizona,North Danielle
Robert Perez,Male,May,1997,Upper Middle Class,benefit,Electronics,185.29,Turner-Richards,Brand D,Debit Card,"Surveyor, planning and development",143841.6,4039952.74,Bachelor,Tennessee,Port Karen
Andrew Davidson,Female,November,1971,Upper Middle Class,officer,Household,129.43,Crawford-Mccullough,Brand C,Credit Card,Field seismologist,90125.88,4212776.74,High School,New Jersey,West Carolineside
Connie Nunez DVM,Female,November,2013,Upper Middle Class,down,Household,25.66,Hopkins Group,Brand A,Credit Card,Ambulance person,94387.78,6198865.85,Master,Kansas,Craigside
Stephanie Foster,Female,March,1983,Upper Class,effect,Household,25.88,"Hudson, Bowen and Baker",Brand D,Cash,Warehouse manager,39482.59,9217156.1,High School,Hawaii,Robinsonshire
Kristie Yoder PhD,Male,May,1994,Middle Class,beat,Grocery,111.91,"Walters, Cardenas and Reyes",Brand D,Debit Card,Editorial assistant,76887.78,6379513.05,Bachelor,Georgia,New Joshua
Mark Morales,Male,December,2013,Middle Class,require,Household,68.93,"Ramirez, Santos and Mcdonald",Brand B,Debit Card,"Surveyor, insurance",82498.33,9538936.97,High School,Delaware,Fosterfurt
Miranda Smith,Male,June,1988,Upper Class,small,Personal Care,21.0,Stout Ltd,Brand A,Debit Card,Rural practice surveyor,40345.54,4401387.53,Master,Colorado,Scottshire
Robert Barker,Female,August,1995,Middle Class,wish,Personal Care,126.34,Davis-Thompson,Brand C,Credit Card,Dentist,36603.43,6694187.83,PhD,Mississippi,New Kevinfurt
Anna Day,Male,October,1987,Middle Class,above,Electronics,32.69,Hahn PLC,Brand A,Cash,Hospital pharmacist,114948.07,7044846.15,PhD,West Virginia,South Dennis
Ricky Logan,Male,June,1993,Upper Class,tend,Grocery,104.32,Boyle-Hawkins,Brand A,Credit Card,Market researcher,71604.62,5220506.14,Bachelor,Hawaii,Wardside
Anthony Quinn,Female,August,1984,Middle Class,how,Electronics,41.72,Anderson-Williams,Brand B,Cash,Architectural technologist,45231.67,7833127.4,High School,Utah,West Bonnie
Debra Gordon,Female,September,1970,Upper Class,available,Personal Care,149.26,Henderson-Harris,Brand C,Credit Card,Music tutor,44166.81,9008984.52,Bachelor,Minnesota,Brendaburgh
Jordan Wagner,Female,June,1977,Upper Class,third,Household,163.35,Bishop Ltd,Brand D,Debit Card,Passenger transport manager,62637.67,732332.69,High School,Nevada,Claytonburgh
Edward Matthews,Male,October,2008,Upper Middle Class,pass,Household,104.27,Perry LLC,Brand D,Debit Card,Technical brewer,91293.83,648847.2,Master,Oklahoma,North Evelynside
Justin Hunt,Male,April,1977,Middle Class,street,Grocery,79.86,Torres Group,Brand B,Debit Card,Surgeon,60613.93,1118758.66,Master,Illinois,South Thomasberg
Barbara Douglas,Male,April,2019,Upper Middle Class,stand,Grocery,53.4,Schneider and Sons,Brand D,Cash,Clinical psychologist,91058.99,535975.28,Master,West Virginia,Spencerland
Paul Underwood,Male,September,2006,Upper Middle Class,partner,Personal Care,56.46,Townsend PLC,Brand A,Cash,Architect,86611.75,3891496.8,Master,Massachusetts,North Brianna
Ashley Potts,Male,April,2010,Upper Middle Class,send,Personal Care,44.0,Smith Group,Brand D,Debit Card,Trade mark attorney,145241.06,450099.38,Bachelor,South Dakota,New Marissa
Catherine Sherman,Female,December,2012,Upper Class,court,Household,52.66,Walsh-Pham,Brand D,Credit Card,"Engineer, petroleum",59791.58,9166962.17,Bachelor,Oklahoma,Port Josephchester
Alan Lewis,Female,February,2020,Upper Middle Class,a,Household,61.54,Fisher-Gutierrez,Brand D,Debit Card,Brewing technologist,39346.45,3790800.85,High School,Minnesota,Port Michael
Cathy Sullivan,Male,March,1985,Upper Class,try,Personal Care,44.08,Ellis and Sons,Brand C,Debit Card,Barrister's clerk,126520.56,9815997.25,Bachelor,Delaware,Davisfort
Jody Gonzalez,Female,August,2016,Upper Class,hundred,Electronics,23.1,"Kelly, Lee and Werner",Brand C,Debit Card,Broadcast engineer,85811.3,2894838.02,Master,New Mexico,North Devonton
William Clayton,Female,July,2019,Middle Class,yes,Household,72.19,Daniel Group,Brand A,Debit Card,Chartered public finance accountant,96370.97,178894.82,PhD,Ohio,Sanchezport
Colleen Payne,Male,April,1983,Upper Middle Class,significant,Personal Care,65.4,Santiago-Allison,Brand D,Debit Card,Horticultural consultant,124140.87,7421802.27,Master,California,Brianport
Carmen Walters,Male,September,2020,Upper Middle Class,dark,Household,98.15,Morgan PLC,Brand C,Debit Card,Agricultural engineer,101002.91,4984270.69,PhD,West Virginia,New Elizabethburgh
Christian Hawkins,Male,July,2000,Upper Class,network,Electronics,149.17,"Conner, Knight and Miller",Brand A,Credit Card,Associate Professor,95587.11,7980138.06,High School,Alaska,North Karen
Timothy Greene,Male,January,1994,Middle Class,speak,Personal Care,11.21,White-Scott,Brand D,Cash,Actuary,79204.33,2406677.64,Master,North Dakota,Frazierport
Paul Levine,Female,December,1974,Upper Middle Class,race,Grocery,130.83,"Ramirez, Adams and Perry",Brand C,Cash,"Engineer, drilling",113215.3,194988.72,PhD,New Hampshire,Griffinborough
Benjamin Smith,Female,January,2015,Middle Class,pay,Grocery,10.28,"Walker, Phillips and Thompson",Brand B,Debit Card,Politician's assistant,108876.46,8505159.28,Master,Mississippi,East Omarfort
Shannon Jackson,Female,March,1982,Middle Class,debate,Grocery,29.75,"Martinez, Villegas and Doyle",Brand A,Debit Card,Health and safety adviser,93577.74,2457859.19,Master,South Dakota,Smithton
Jorge Martinez,Female,July,1997,Upper Middle Class,international,Personal Care,192.63,Strong LLC,Brand A,Credit Card,"Producer, television/film/video",146707.11,1509497.5,High School,Delaware,East Markside
Amanda Hinton,Female,January,2004,Upper Middle Class,president,Grocery,27.68,"White, Black and Sanchez",Brand D,Cash,Immigration officer,140552.93,8983145.97,High School,North Dakota,Millerview
Emily Irwin,Female,August,2011,Middle Class,impact,Household,143.16,Ayala Inc,Brand A,Cash,Chartered management accountant,74699.04,9748092.42,High School,Idaho,South John
Yolanda Cummings,Male,August,1972,Upper Middle Class,look,Grocery,120.35,Griffith-Bennett,Brand A,Credit Card,Marine scientist,90651.33,6408435.23,High School,New Jersey,Patricktown
Monica Foster,Female,April,1982,Upper Middle Class,pretty,Household,24.22,Tyler Inc,Brand D,Cash,"Production assistant, television",98138.49,4406330.5,High School,Hawaii,Lake Jenniferbury
Deborah Johnson,Male,December,2016,Upper Class,simply,Grocery,54.99,Carter PLC,Brand A,Debit Card,"Psychologist, clinical",61318.91,3218588.26,High School,Delaware,Linview
Scott Ortega,Female,May,2010,Middle Class,girl,Electronics,143.14,Johns Group,Brand C,Credit Card,Amenity horticulturist,118242.34,3248771.42,Master,Michigan,South Hunterfurt
Jimmy Holmes,Female,March,2020,Upper Class,form,Grocery,54.39,Smith-Robinson,Brand B,Debit Card,Financial manager,143226.56,1447507.28,PhD,Wisconsin,Dawnborough
Kimberly Ross,Male,November,1971,Middle Class,effect,Household,39.53,Martinez-Sanders,Brand A,Credit Card,Animal nutritionist,49725.0,4713945.61,High School,Kentucky,New Nicholas
Timothy Chambers,Female,May,2007,Upper Middle Class,kind,Grocery,32.94,"Perez, Kirby and Bell",Brand A,Credit Card,Economist,72994.49,7726333.81,PhD,Florida,East Robertborough
Kathleen Hawkins,Female,March,1996,Middle Class,final,Electronics,68.58,"Jennings, Robinson and Lyons",Brand B,Credit Card,"Production assistant, television",61800.95,1287144.21,Master,South Carolina,Gregoryfort
Joan Church,Male,August,2020,Upper Class,current,Grocery,163.44,Miller-Guerrero,Brand C,Cash,"Engineer, mining",66505.8,7076577.56,High School,Maryland,Saraville
Jennifer Michael,Male,June,1980,Upper Class,maybe,Grocery,50.85,Collier-Parks,Brand C,Cash,Garment/textile technologist,132788.79,1568405.59,Master,Wyoming,West Mackenziehaven
Dr. Brett Lopez,Male,February,1987,Upper Class,drug,Household,194.0,"Wheeler, Flores and Martin",Brand B,Cash,Applications developer,77549.34,584611.11,High School,California,Stephanieview
William Kelly,Female,August,1984,Upper Middle Class,star,Electronics,59.43,Nicholson Group,Brand B,Debit Card,Cytogeneticist,148881.19,407712.72,High School,Connecticut,Dickersonbury
Lisa Walker,Female,October,2014,Upper Class,medical,Grocery,172.37,"Moore, Burns and Brewer",Brand C,Debit Card,Homeopath,96714.45,5546196.83,High School,Hawaii,West Lauren
Sean Lam,Male,September,1985,Middle Class,wonder,Electronics,97.79,Aguilar PLC,Brand B,Credit Card,Mudlogger,126467.61,1483951.09,PhD,Texas,Millerville
Crystal Santiago,Male,December,1976,Upper Middle Class,should,Grocery,21.72,Munoz-Graham,Brand A,Credit Card,Visual merchandiser,123715.2,2300652.51,PhD,Utah,New Randyland
Kristin Wolf,Male,November,1992,Upper Middle Class,after,Personal Care,166.5,Ramirez-Skinner,Brand D,Debit Card,"Psychotherapist, child",74668.77,6339945.73,High School,Wisconsin,North Amy
Jessica Thompson,Male,August,2009,Middle Class,air,Household,120.64,"Mcconnell, Stewart and Lewis",Brand C,Credit Card,Public house manager,61058.48,8146196.21,Bachelor,Hawaii,South Jessica
John Bennett,Male,November,2018,Upper Middle Class,effort,Personal Care,199.46,Burnett-Armstrong,Brand C,Cash,Rural practice surveyor,53730.04,6495270.27,High School,Delaware,New Jason
Molly Crane,Male,April,2005,Upper Class,feeling,Personal Care,27.48,"Kelly, Grant and Garcia",Brand D,Cash,"Scientist, research (medical)",131673.05,8107983.36,Bachelor,Iowa,Sandratown
Melissa Gonzalez,Male,December,1973,Middle Class,doctor,Electronics,18.11,"Mendez, Mcconnell and Coleman",Brand C,Credit Card,Health and safety inspector,85319.39,1763093.17,Master,South Dakota,Port Denisehaven
Elizabeth Valenzuela,Female,February,2010,Upper Class,design,Grocery,166.12,Ramirez-Pierce,Brand A,Cash,Early years teacher,77399.84,391874.7,PhD,Texas,Rollinstown
Gary Becker,Female,November,2013,Upper Middle Class,available,Household,42.83,May-Wells,Brand C,Debit Card,"Surveyor, rural practice",55765.93,1952796.03,Bachelor,Missouri,North Justinmouth
Timothy Johnson,Female,December,1993,Upper Class,knowledge,Personal Care,94.74,West-Evans,Brand D,Debit Card,"Production designer, theatre/television/film",47835.77,6179655.12,High School,Georgia,New Linda
Andrew Butler,Male,July,1993,Middle Class,suddenly,Personal Care,132.98,Benson Inc,Brand A,Debit Card,Chief Strategy Officer,89866.99,8839507.88,High School,Illinois,Spencerfort
Shane Villanueva,Female,January,2002,Upper Class,already,Electronics,21.59,"Reed, Lyons and Herrera",Brand C,Cash,Soil scientist,63573.12,1458636.57,Master,South Carolina,North Scottmouth
David Butler,Male,May,2014,Upper Middle Class,miss,Electronics,132.1,Baker-Gentry,Brand C,Credit Card,Research scientist (physical sciences),125663.75,2566562.78,High School,Alaska,North Gabriella
Sean Carter,Male,November,2019,Middle Class,trip,Household,197.99,Marshall-Conner,Brand B,Debit Card,Toxicologist,123829.89,3655209.89,High School,Vermont,Townsendberg
Casey Turner,Female,September,2022,Upper Class,major,Personal Care,75.37,Jacobs-Chang,Brand D,Debit Card,Contractor,97878.13,3283883.74,Master,Vermont,North Andrew
Sydney Brown,Female,June,1990,Middle Class,raise,Household,44.17,"Shelton, Miller and Harris",Brand B,Debit Card,Pensions consultant,68265.31,2268299.86,Bachelor,New York,East Christophershire
Mark Jackson,Female,December,2004,Middle Class,television,Personal Care,21.13,Watson Ltd,Brand D,Debit Card,Chief Marketing Officer,148983.76,5341379.69,High School,Nebraska,Tammyhaven
Mr. Maxwell Watson,Male,July,2017,Middle Class,tend,Household,195.06,Gardner-Wilcox,Brand C,Credit Card,Immunologist,42016.12,6602957.77,Bachelor,Illinois,Cruzfurt
Mr. Dale Saunders,Female,November,2010,Upper Middle Class,language,Household,111.4,"Lambert, West and Jensen",Brand D,Cash,"Administrator, arts",124948.47,7396895.36,Bachelor,Nebraska,West Bobbyborough
Thomas Brady,Male,May,1978,Middle Class,different,Household,119.38,"Yoder, Garcia and Taylor",Brand D,Credit Card,"Designer, multimedia",147919.76,3945382.96,Master,Louisiana,Stephenmouth
Mark Vargas,Male,May,1972,Upper Class,indeed,Personal Care,43.46,Ho PLC,Brand A,Credit Card,Structural engineer,101102.34,8081481.23,PhD,Indiana,New Alex
William Lang,Female,July,1988,Middle Class,suddenly,Grocery,183.66,"Molina, Vang and Decker",Brand A,Debit Card,Metallurgist,33384.79,7035551.95,Bachelor,South Carolina,East Susan
Michele Huffman,Male,August,2010,Upper Middle Class,prove,Electronics,116.99,"Benton, Gonzalez and White",Brand C,Credit Card,Web designer,52588.04,9881261.48,High School,Maine,Davisburgh
Mary Martinez,Female,November,1985,Middle Class,tax,Electronics,113.0,Smith-Thompson,Brand B,Debit Card,"Buyer, industrial",51066.81,475841.04,High School,Texas,Flynnland
Brandon Smith,Male,November,1993,Upper Middle Class,sort,Electronics,54.2,"Reid, Williams and Wade",Brand A,Cash,"Lighting technician, broadcasting/film/video",56257.07,5311840.29,Master,Mississippi,New Catherine
Aaron Reese,Male,September,1979,Upper Middle Class,opportunity,Household,73.03,"Vargas, Miller and Gonzalez",Brand C,Debit Card,"Teacher, music",103696.17,8083809.59,High School,Colorado,North Mary
David Collins,Female,September,1974,Upper Class,the,Grocery,146.22,Stokes Inc,Brand A,Debit Card,Fish farm manager,140253.69,8458412.46,PhD,Iowa,Garciastad
Richard Lewis,Female,June,2018,Middle Class,bit,Electronics,21.32,Torres-Powell,Brand A,Debit Card,Emergency planning/management officer,47725.44,7076493.78,High School,North Dakota,Staceyborough
Nancy Flores,Male,August,1999,Upper Middle Class,area,Grocery,157.13,"Sanchez, Snyder and Fuentes",Brand D,Cash,"Buyer, retail",131577.71,8620627.72,Bachelor,New Jersey,Alexanderfort
Thomas Moreno,Male,May,1970,Upper Middle Class,way,Electronics,80.98,"Crawford, James and Smith",Brand D,Cash,"Scientist, forensic",143030.79,4016396.07,Master,Michigan,South Shannon
Richard Rollins,Male,May,1984,Upper Class,head,Household,73.95,"Pena, Terry and Gray",Brand A,Cash,"Engineer, civil (consulting)",68712.38,9761020.65,Bachelor,North Dakota,South Rachel
Kevin Decker,Female,June,2004,Upper Class,answer,Grocery,160.45,Baker-Hood,Brand D,Cash,Dispensing optician,145279.45,6526884.63,Bachelor,Missouri,Lake Sean
Christopher Zavala,Male,July,2019,Upper Class,teach,Household,144.36,Martinez Inc,Brand C,Debit Card,"Scientist, research (physical sciences)",97437.28,8907042.15,PhD,Connecticut,Nancyland
Nathaniel Potter,Female,September,2007,Upper Middle Class,red,Electronics,52.42,Martin Inc,Brand B,Cash,Contractor,100674.02,1835981.14,PhD,Tennessee,West Reneeborough
Lawrence Davenport,Female,September,2017,Upper Class,during,Grocery,149.46,"Hernandez, Evans and Frost",Brand A,Cash,"Editor, film/video",65342.07,1859312.06,PhD,Missouri,East Stephen
Jasmine Moore,Male,December,1990,Upper Class,four,Electronics,190.27,Santos PLC,Brand C,Cash,Estate manager/land agent,143843.78,3976854.13,Bachelor,Connecticut,Rebeccamouth
Molly Burgess,Male,October,2006,Middle Class,trial,Electronics,44.6,Johnson Group,Brand C,Credit Card,Water quality scientist,68186.03,8107188.57,Master,Tennessee,Wardchester
Traci Chan,Male,February,2003,Upper Middle Class,share,Household,131.53,Glenn-Holmes,Brand B,Debit Card,Graphic designer,42493.23,5012232.07,PhD,Michigan,New Stuart
Gregory Smith,Female,July,1980,Upper Class,interview,Household,151.62,Martin-Parker,Brand C,Debit Card,Occupational psychologist,58559.51,9825558.58,PhD,Maryland,Hernandezland
Jesse George,Male,November,2018,Middle Class,away,Electronics,130.88,Moreno-Richmond,Brand B,Debit Card,"Surveyor, quantity",145569.55,8234451.87,PhD,Iowa,East Sonia
Jennifer Bray,Female,February,1998,Upper Middle Class,moment,Household,94.86,Schwartz Group,Brand B,Credit Card,Quantity surveyor,61825.49,2570454.55,High School,Missouri,Davidshire
